curated_id,molecule_id,source,analogue_component_id,sealed_block_id,outer_fold,outer_test_block
SSCP-d544cf34020a33f6,MOL-ee893842bb5aee8c,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d547f2376f4b0894,MOL-a7473d9940a4347e,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d5544a5b140af3f2,MOL-5c3110279daa53e1,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d554a2a00059f55e,MOL-052449a9845a01e2,2021_Comeau,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-d56e18a843f60344,MOL-ccc561c08fcdaf49,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d5747b3b3f59f148,MOL-d0331ffb17bea3c5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d57a2e9d5ae51526,MOL-79311ca2bb950709,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d57ff1c642d4d0e6,MOL-a648e920873ffe9b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d5815c8216a2ca81,MOL-6a3368b63005de53,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d59a25cccfc2445e,MOL-3cb6b01c5c26d4b7,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d59d1dded80b90e4,MOL-c05740f741fe29ee,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d59d53987b840290,MOL-6906fab1c4d99082,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d5a34693c661ddb2,MOL-b9732320ed6c8e5b,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d5aa610785f9c823,MOL-a3874dcfa2b0ed7b,2024_Ly,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-d5aafb48fe2b9c64,MOL-be8e65f3b121ebdc,2013_CHUGAI,AC-46a7f0b10bd84074,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d5d3814c70bf8316,MOL-d7052170bb19e79f,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d5d475fda03dc575,MOL-02d70fe4cf8576b8,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d5db8015510911d4,MOL-7909dd9dc05aed1e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d5dda128d91bcbc0,MOL-72da78cb3e9a8fb2,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d5df2e59061fec2d,MOL-e8bdf4761ef25ad6,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d5dfa5fdc833cf0d,MOL-322f71de05b22316,2015_Bockus_2,AC-75c6ac7476f86a1a,BLOCK-ad504a636f9fcddf,11,BLOCK-ad504a636f9fcddf
SSCP-d601f27c1e43a5a9,MOL-98078eb9652224c8,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d60a63f35f8d812b,MOL-5e6c57bfb1f7dc28,2024_Bergeron,AC-56c4e91809b5e2c6,BLOCK-5930edb067c8c52f,6,BLOCK-5930edb067c8c52f
SSCP-d6129fff676f87b3,MOL-21cfeb6417129d2a,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d61d7ac145eb59a1,MOL-87b2185e5a1603a5,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d64dcff058f5c124,MOL-7f4eac6393e4b3a7,2020_Furukawa,AC-114e657b947b31ec,BLOCK-5f91132e1b252609,9,BLOCK-5f91132e1b252609
SSCP-d674fcc6c5dfb284,MOL-8de183992617bf5c,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d67ca092a418c798,MOL-0622d6d4352bce1b,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d67ff1dd78e3beb6,MOL-9cf9b49b4987a1d0,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d687e0d3f8bcc5a5,MOL-47c23e979e6255ea,2024_Koch,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d68c96e242e55771,MOL-8f7b2585a72fff08,2018_Buckton,AC-1681e763c7493b77,BLOCK-c1585d53eda9a867,14,BLOCK-c1585d53eda9a867
SSCP-d69563c6e282ea8c,MOL-a0b10a300f689493,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d6a2a0bdaf935fd4,MOL-96354e422ca60cfe,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d6b77dd701da8a41,MOL-8849df521d725c6f,2020_Furukawa,AC-114e657b947b31ec,BLOCK-5f91132e1b252609,9,BLOCK-5f91132e1b252609
SSCP-d6f52bce0719b7ec,MOL-7e9b4e5972c3eefc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d72a7a1b8214d794,MOL-413185b51b059818,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d72f9caed86bfa4b,MOL-44d434cbb2d75394,2021_Golosov,AC-86cc498249bfbe27,BLOCK-394ff80f01cbc968,2,BLOCK-394ff80f01cbc968
SSCP-d736fc6c7a097ddf,MOL-a6c4ddc74e305ba0,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d74d427123223709,MOL-f049157c57fbedb5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d750d642dc5dad90,MOL-7128630afef7cb3f,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d7592b14b1f51f9b,MOL-446a812a2ec6b586,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d761719c298af998,MOL-bd2a7be41e637bdd,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d7622b3cf0d6c6dd,MOL-ad27679d7fe2f16e,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d769f9ce1a281aac,MOL-3b096d70103564f7,2013_CHUGAI,AC-d3a6f8006bc12bed,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d7770381a1e47826,MOL-1e2b2b0b7cb80131,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d77b17cd93809f24,MOL-b7356185f533f4bc,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d77e5404724fc13d,MOL-1b17eb270e01af6b,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d787d7e185c04d36,MOL-5ed9ae89a9c4d469,2015_Wang,AC-dad6fe91d27ae303,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d79039f534e73abb,MOL-c66896e6f9ee4402,2015_Wang,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d791464a346bd00f,MOL-e55dd1eaffb3ce7a,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d792e3a65797ecad,MOL-2d473e58653b92ed,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d79574bb1f875ee5,MOL-0a8b72f364e58974,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d795a15dcf5371dc,MOL-8c385d9d35c23017,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d799a1300cda1d47,MOL-83100cffbe8015f4,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d79af7d97353dbe1,MOL-43cf4dc19887f836,2013_CHUGAI,AC-77fb0f10ded9ea1e,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d79ba25a7c076b7c,MOL-9bc79d9a7f054718,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d79e2ea776dc5517,MOL-36e7a535a33a9f80,2016_Hickey,AC-caa6a2b0faf1de20,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d7a0a12e5f6358e0,MOL-876c668439e65f11,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d7a413afbbc78d0f,MOL-1219650e93cff7f0,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d7a6e14ebfce2d50,MOL-9869dd514e03768b,2013_CHUGAI,AC-76364811742e6efe,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d7b6d867bb67ecdb,MOL-779944d5c5af4fe8,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d7b7618f18de3f0f,MOL-0a8f05878d8e6c91,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d7bfd391fa29098d,MOL-bb302463b4475f7d,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d7c21300de02b6e7,MOL-4e578d4436862b95,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d7d7cb6d8ec28b6c,MOL-8ff812b2f6f49b6e,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d7ef109384ec90f8,MOL-e4ac40f3c6df5615,2018_Naylor,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d7f34ae4efa7ee52,MOL-37867c0eb28431cb,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d7f3c8628314f1d4,MOL-0cb03ce6f1265ff3,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d7f6085ff954d4d1,MOL-79a0cecffa2b2641,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d80676ef20804d26,MOL-40247cf727a1a4c4,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d80b5131544810e2,MOL-9c7d8b9756d86146,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8140aa6a6133f64,MOL-8806c2a3c1d90732,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d82937b81cdc91d1,MOL-0fd660aebdfd429f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d82cf005da22724f,MOL-bc5681a85de23af6,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d82e0126b5dff6ea,MOL-95d2e3071e614456,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d83e47bbfa318539,MOL-7b50af8bdac2feeb,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d846c2ef7113a8c9,MOL-4a4a0c4cd21376bb,2018_Kaneda,AC-d7defee51a6f0372,BLOCK-fc0b343dfac9ab9d,18,BLOCK-fc0b343dfac9ab9d
SSCP-d8495ba1d3f09b73,MOL-2092c1cb92b6eb6a,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d84c46219bb4ed79,MOL-ef4968dc4f0f6d9f,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d8536dd8c15cf72a,MOL-fb9e572b86bd3b16,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8571dfdae15dccd,MOL-bd284f93f06a0e79,2015_Bockus_2,AC-75c6ac7476f86a1a,BLOCK-ad504a636f9fcddf,11,BLOCK-ad504a636f9fcddf
SSCP-d8583fa3beebf69f,MOL-0bc9eb6e1cce1cac,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d86229d7a0461632,MOL-6e4a4e110861fd59,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d862b1526cd32467,MOL-cea2270b3b66b4d5,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d87cfae958a39961,MOL-6cbb32f5dd4157ec,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d8806c714de06185,MOL-7bb90d3173d69384,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d888cddb31a561dd,MOL-c09c7df5ff524643,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d892eae135ccbf6c,MOL-e44524e4816059d9,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d895a6c1fa4a426d,MOL-1bc850e02d59d0be,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d89c76dc99e83a3f,MOL-3d93aa2a3827622c,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d89e35d44d8ffcc6,MOL-b7c8d0daf1826f05,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8b4ba1e558eaac8,MOL-cf8ca228dc59e3c7,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8baa48c4312bbfb,MOL-600d4c3e1774064e,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8ce0780119746c4,MOL-acc9cc0d7a8362d3,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8e073f9035d604d,MOL-40b5bbc97b3d839d,2013_CHUGAI,AC-9915a59ccaa1a737,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d8ec9431d4191470,MOL-ecb237d844bf8bcb,2020_Furukawa,AC-114e657b947b31ec,BLOCK-5f91132e1b252609,9,BLOCK-5f91132e1b252609
SSCP-d8f88e7944a3d7d0,MOL-f1a91016f31a2ea0,2022_Bhardwaj,AC-111a5828e83bda7f,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d8fb437d78b4509a,MOL-59263140a318c91d,2020_Furukawa,AC-114e657b947b31ec,BLOCK-5f91132e1b252609,9,BLOCK-5f91132e1b252609
SSCP-d9051db0548548b4,MOL-811709dd06d00efc,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9136674d340a785,MOL-2e397072b6286147,2022_Bhardwaj,AC-5c8d86728fe5c02a,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d916e6b253761cc9,MOL-a1936eb2eedb7f72,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d92361deded9a5e7,MOL-885a042cfde2d01d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9250cd195b04166,MOL-1456b08ca0e4a214,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9267b87d85ff09a,MOL-e1adace01d8e85e2,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d92dd04739b1a871,MOL-099085fa027f40c4,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9344f539477717c,MOL-d70b2c97b3268b0c,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d93a08b2629cb1fb,MOL-dd76a8b7627151d4,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d93ede118168571d,MOL-564bcb1f1d1003c8,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d943123af1e58228,MOL-3218004179beed08,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d948e5ef16b3a1cb,MOL-4884358dee8b3feb,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d94c5a0d3a1fac1e,MOL-eaae33d723b74f4a,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d953117a71926e44,MOL-c14af2b4713a1313,2020_Barlow,AC-741ab05286c210ec,BLOCK-8dbd1f0100199b32,10,BLOCK-8dbd1f0100199b32
SSCP-d954879b82faa1d3,MOL-9fe2f9bb67619f7f,2015_Bockus_1,AC-914f0f8286bc74ae,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d958edbf67173394,MOL-10ed6d9a6517e09c,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d95cd4bf21096b13,MOL-0f8399381c8d7773,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d9670335a6d8e48b,MOL-2f2df548fbc9bd21,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d977594e7de4db4f,MOL-4199aac578a1589d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d979eacd2f1d3376,MOL-8a3d001318a92a10,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d97c17ab986d2aac,MOL-a87d9aa6494fa669,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d97d163137035811,MOL-b8367469c0a92725,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d97e31cbfcb3ac9e,MOL-6b9a38862112b2d1,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-d9855b6bc4d50593,MOL-4c62b6c917be25cd,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-d9872a8bbb414e21,MOL-1defd47ab245ad60,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d98d8a06723ce687,MOL-12dca7cd45bdeaff,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d993dcbc6d2fcb4b,MOL-d2ef9bece1926160,2021_Kelly,AC-6d3257a2b83e15dc,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9a243f225fcbc09,MOL-d5e2d00d9dcd0214,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9b41e52474e6df3,MOL-504521c0884e2c3d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9b4b99bb294beba,MOL-a0ea24245897b674,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9b4f2713419f088,MOL-24806bd0a85eb98d,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9b7669f7f4a7b88,MOL-1bf6bc16eef5aa93,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9b7f08b53ca4f67,MOL-45f905f093321ab5,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9bfe7d5f2cedcc5,MOL-88fc69560237e9e0,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9c55aa337330b7f,MOL-f2caa4df17f267fa,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9d2cb2d480fa47b,MOL-7218389043800634,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9ebcf6ac9c1499f,MOL-bbf25c9191589b37,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-d9eedefe5e98a993,MOL-abb46dfa1d923763,2016_Furukawa,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9f2c1f001d7f508,MOL-3750b2917e9f03f1,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9f6dbb9f2607bfb,MOL-ec91b405afcd4757,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-d9fc8f01479f244c,MOL-598ba3e7c2a31529,2018_Naylor,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da0729bf0dbdf0c2,MOL-af604507819ccb49,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da137a8b0ef1843c,MOL-d058722226e6674c,2020_Le Roux,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-da15213e75608f53,MOL-8f6998d76c45bf37,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-da22cad96c7c0f20,MOL-837404f15eeef347,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-da3fe8d6efe6d077,MOL-29ec8723e95f1f9c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da42af8ae9367688,MOL-b8bf2c83a1ea8696,2024_Faris,AC-e82e3e242d3d320c,BLOCK-c5e520eb3b94ff25,15,BLOCK-c5e520eb3b94ff25
SSCP-da54775fd262a1b2,MOL-29afbdf0744bd9e9,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da5b4234e6c98d51,MOL-0861c3c91cd0e25c,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-da6a57ad201ebf2f,MOL-ee8280ab8bb9033f,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da6b18d11f6b0fc4,MOL-1b5857531740f81c,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da75eafa63b7f95c,MOL-21f782530aa7f1ed,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da857c1f99610617,MOL-3e9ed2ff977ddf72,2021_Comeau,AC-b74b4d5565722d16,BLOCK-bb4bcb852b735057,12,BLOCK-bb4bcb852b735057
SSCP-da92544fc89e48cf,MOL-a35e26ccc046f7fa,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-da9d9000221bb503,MOL-49b1e7e16f52e29d,2013_CHUGAI,AC-cf95401a5715faa6,BLOCK-5c361cba45039733,7,BLOCK-5c361cba45039733
SSCP-daa278806acf4a8a,MOL-b7bf75d01d9425fe,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-daacd39df3f4ed35,MOL-60b78be4cc98e522,2020_Townsend,AC-78305ee2e743b795,BLOCK-513383ed86a73488,5,BLOCK-513383ed86a73488
SSCP-daadd723beef45bd,MOL-437a5af34b6364b8,2021_Kelly,AC-ac7e5d0036401990,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
SSCP-daaed742697fd2c2,MOL-fcbf9825bcd7c479,2021_Kelly,AC-5e5c956882423f52,BLOCK-4494eb5738fce47c,3,BLOCK-4494eb5738fce47c
